date,day_of_week,week_number,shift,production_line,product_type,machine_id,machine_status,skill_required,required_staff,production_units,order_backlog,priority_level,raw_material_availability,raw_material_cost_index,planned_downtime,absenteeism_rate,overtime_allowed,is_weekend,is_peak_day,weather_disruption,supplier_delay
2026-02-19,Thursday,7,Night,Line A,Packaged Goods,M-A4,Maintenance,Maintenance Technician,2,286,51,Medium,0.67,0.92,1,0.08,0,0,0,0,1
2026-02-19,Thursday,7,Night,Line A,Packaged Goods,M-A4,Maintenance,Packaging Operator,1,286,51,Medium,0.67,0.92,1,0.08,0,0,0,0,1
2026-02-19,Thursday,7,Night,Line B,Custom Components,M-B3,Maintenance,Machine Operator,2,308,47,Medium,0.82,1.25,1,0.08,0,0,0,0,0
2026-02-19,Thursday,7,Night,Line B,Custom Components,M-B3,Maintenance,Quality Inspector,1,308,47,Medium,0.82,1.25,1,0.08,0,0,0,0,0
2026-02-19,Thursday,7,Night,Line B,Custom Components,M-B3,Maintenance,Maintenance Technician,2,308,47,Medium,0.82,1.25,1,0.08,0,0,0,0,0
2026-02-19,Thursday,7,Night,Line B,Custom Components,M-B3,Maintenance,Packaging Operator,1,308,47,Medium,0.82,1.25,1,0.08,0,0,0,0,0
2026-02-19,Thursday,7,Night,Line C,Packaged Goods,M-C2,Running,Machine Operator,3,474,46,High,0.82,1.15,0,0.06,1,0,0,0,0
2026-02-19,Thursday,7,Night,Line C,Packaged Goods,M-C2,Running,Quality Inspector,1,474,46,High,0.82,1.15,0,0.06,1,0,0,0,0
2026-02-19,Thursday,7,Night,Line C,Packaged Goods,M-C2,Running,Maintenance Technician,1,474,46,High,0.82,1.15,0,0.06,1,0,0,0,0
2026-02-19,Thursday,7,Night,Line C,Packaged Goods,M-C2,Running,Packaging Operator,2,474,46,High,0.82,1.15,0,0.06,1,0,0,0,0
2026-02-20,Friday,7,Morning,Line A,Custom Components,M-A1,Running,Machine Operator,3,541,2,Medium,0.69,1.19,0,0.11,0,0,0,0,0
2026-02-20,Friday,7,Morning,Line A,Custom Components,M-A1,Running,Quality Inspector,2,541,2,Medium,0.69,1.19,0,0.11,0,0,0,0,0
2026-02-20,Friday,7,Morning,Line A,Custom Components,M-A1,Running,Maintenance Technician,2,541,2,Medium,0.69,1.19,0,0.11,0,0,0,0,0
2026-02-20,Friday,7,Morning,Line A,Custom Components,M-A1,Running,Packaging Operator,2,541,2,Medium,0.69,1.19,0,0.11,0,0,0,0,0
2026-02-20,Friday,7,Morning,Line B,Packaged Goods,M-B2,Running,Machine Operator,4,502,33,Medium,0.78,0.91,0,0.07,0,0,0,0,0
2026-02-20,Friday,7,Morning,Line B,Packaged Goods,M-B2,Running,Quality Inspector,2,502,33,Medium,0.78,0.91,0,0.07,0,0,0,0,0
2026-02-20,Friday,7,Morning,Line B,Packaged Goods,M-B2,Running,Maintenance Technician,2,502,33,Medium,0.78,0.91,0,0.07,0,0,0,0,0
2026-02-20,Friday,7,Morning,Line B,Packaged Goods,M-B2,Running,Packaging Operator,3,502,33,Medium,0.78,0.91,0,0.07,0,0,0,0,0
2026-02-20,Friday,7,Morning,Line C,Packaged Goods,M-C4,Running,Machine Operator,3,568,41,Medium,0.69,0.88,0,0.03,0,0,0,0,0
2026-02-20,Friday,7,Morning,Line C,Packaged Goods,M-C4,Running,Quality Inspector,2,568,41,Medium,0.69,0.88,0,0.03,0,0,0,0,0
2026-02-20,Friday,7,Morning,Line C,Packaged Goods,M-C4,Running,Maintenance Technician,2,568,41,Medium,0.69,0.88,0,0.03,0,0,0,0,0
2026-02-20,Friday,7,Morning,Line C,Packaged Goods,M-C4,Running,Packaging Operator,2,568,41,Medium,0.69,0.88,0,0.03,0,0,0,0,0
2026-02-20,Friday,7,Afternoon,Line A,Standard Parts,M-A3,Running,Machine Operator,4,553,7,High,0.92,1.0,0,0.05,1,0,0,0,0
2026-02-20,Friday,7,Afternoon,Line A,Standard Parts,M-A3,Running,Quality Inspector,2,553,7,High,0.92,1.0,0,0.05,1,0,0,0,0
2026-02-20,Friday,7,Afternoon,Line A,Standard Parts,M-A3,Running,Maintenance Technician,2,553,7,High,0.92,1.0,0,0.05,1,0,0,0,0
2026-02-20,Friday,7,Afternoon,Line A,Standard Parts,M-A3,Running,Packaging Operator,3,553,7,High,0.92,1.0,0,0.05,1,0,0,0,0
2026-02-20,Friday,7,Afternoon,Line B,Standard Parts,M-B1,Running,Machine Operator,4,516,67,Low,0.85,0.87,0,0.07,0,0,0,0,0
2026-02-20,Friday,7,Afternoon,Line B,Standard Parts,M-B1,Running,Quality Inspector,2,516,67,Low,0.85,0.87,0,0.07,0,0,0,0,0
2026-02-20,Friday,7,Afternoon,Line B,Standard Parts,M-B1,Running,Maintenance Technician,2,516,67,Low,0.85,0.87,0,0.07,0,0,0,0,0
2026-02-20,Friday,7,Afternoon,Line B,Standard Parts,M-B1,Running,Packaging Operator,3,516,67,Low,0.85,0.87,0,0.07,0,0,0,0,0
2026-02-20,Friday,7,Afternoon,Line C,Standard Parts,M-C1,Running,Machine Operator,4,511,76,Medium,1.0,1.24,0,0.02,0,0,0,0,0
2026-02-20,Friday,7,Afternoon,Line C,Standard Parts,M-C1,Running,Quality Inspector,2,511,76,Medium,1.0,1.24,0,0.02,0,0,0,0,0
2026-02-20,Friday,7,Afternoon,Line C,Standard Parts,M-C1,Running,Maintenance Technician,2,511,76,Medium,1.0,1.24,0,0.02,0,0,0,0,0
2026-02-20,Friday,7,Afternoon,Line C,Standard Parts,M-C1,Running,Packaging Operator,3,511,76,Medium,1.0,1.24,0,0.02,0,0,0,0,0
2026-02-20,Friday,7,Night,Line A,Standard Parts,M-A3,Running,Machine Operator,3,377,51,Medium,0.83,0.87,0,0.05,0,0,0,0,0
2026-02-20,Friday,7,Night,Line A,Standard Parts,M-A3,Running,Quality Inspector,1,377,51,Medium,0.83,0.87,0,0.05,0,0,0,0,0
2026-02-20,Friday,7,Night,Line A,Standard Parts,M-A3,Running,Maintenance Technician,1,377,51,Medium,0.83,0.87,0,0.05,0,0,0,0,0
2026-02-20,Friday,7,Night,Line A,Standard Parts,M-A3,Running,Packaging Operator,2,377,51,Medium,0.83,0.87,0,0.05,0,0,0,0,0
2026-02-20,Friday,7,Night,Line B,Custom Components,M-B2,Running,Machine Operator,3,509,78,High,0.86,0.93,0,0.07,1,0,0,0,0
2026-02-20,Friday,7,Night,Line B,Custom Components,M-B2,Running,Quality Inspector,1,509,78,High,0.86,0.93,0,0.07,1,0,0,0,0
2026-02-20,Friday,7,Night,Line B,Custom Components,M-B2,Running,Maintenance Technician,1,509,78,High,0.86,0.93,0,0.07,1,0,0,0,0
2026-02-20,Friday,7,Night,Line B,Custom Components,M-B2,Running,Packaging Operator,2,509,78,High,0.86,0.93,0,0.07,1,0,0,0,0
2026-02-20,Friday,7,Night,Line C,Custom Components,M-C1,Running,Machine Operator,3,351,24,Medium,0.77,1.0,0,0.08,0,0,0,1,0
2026-02-20,Friday,7,Night,Line C,Custom Components,M-C1,Running,Quality Inspector,1,351,24,Medium,0.77,1.0,0,0.08,0,0,0,1,0
2026-02-20,Friday,7,Night,Line C,Custom Components,M-C1,Running,Maintenance Technician,1,351,24,Medium,0.77,1.0,0,0.08,0,0,0,1,0
2026-02-20,Friday,7,Night,Line C,Custom Components,M-C1,Running,Packaging Operator,2,351,24,Medium,0.77,1.0,0,0.08,0,0,0,1,0
2026-02-21,Saturday,7,Morning,Line A,Custom Components,M-A2,Running,Machine Operator,5,589,47,Low,0.97,0.94,0,0.09,0,1,0,0,0
2026-02-21,Saturday,7,Morning,Line A,Custom Components,M-A2,Running,Quality Inspector,2,589,47,Low,0.97,0.94,0,0.09,0,1,0,0,0
2026-02-21,Saturday,7,Morning,Line A,Custom Components,M-A2,Running,Maintenance Technician,2,589,47,Low,0.97,0.94,0,0.09,0,1,0,0,0
2026-02-21,Saturday,7,Morning,Line A,Custom Components,M-A2,Running,Packaging Operator,4,589,47,Low,0.97,0.94,0,0.09,0,1,0,0,0
2026-02-21,Saturday,7,Morning,Line B,Packaged Goods,M-B2,Maintenance,Machine Operator,4,489,14,Medium,0.93,0.86,1,0.06,0,1,0,0,0
2026-02-21,Saturday,7,Morning,Line B,Packaged Goods,M-B2,Maintenance,Quality Inspector,1,489,14,Medium,0.93,0.86,1,0.06,0,1,0,0,0
2026-02-21,Saturday,7,Morning,Line B,Packaged Goods,M-B2,Maintenance,Maintenance Technician,3,489,14,Medium,0.93,0.86,1,0.06,0,1,0,0,0
2026-02-21,Saturday,7,Morning,Line B,Packaged Goods,M-B2,Maintenance,Packaging Operator,3,489,14,Medium,0.93,0.86,1,0.06,0,1,0,0,0
2026-02-21,Saturday,7,Morning,Line C,Standard Parts,M-C3,Running,Machine Operator,5,543,2,Medium,0.85,1.25,0,0.11,0,1,0,0,0
2026-02-21,Saturday,7,Morning,Line C,Standard Parts,M-C3,Running,Quality Inspector,2,543,2,Medium,0.85,1.25,0,0.11,0,1,0,0,0
2026-02-21,Saturday,7,Morning,Line C,Standard Parts,M-C3,Running,Maintenance Technician,2,543,2,Medium,0.85,1.25,0,0.11,0,1,0,0,0
2026-02-21,Saturday,7,Morning,Line C,Standard Parts,M-C3,Running,Packaging Operator,4,543,2,Medium,0.85,1.25,0,0.11,0,1,0,0,0
2026-02-21,Saturday,7,Afternoon,Line A,Custom Components,M-A2,Running,Machine Operator,5,561,1,Low,0.85,0.87,0,0.08,0,1,0,0,0
2026-02-21,Saturday,7,Afternoon,Line A,Custom Components,M-A2,Running,Quality Inspector,2,561,1,Low,0.85,0.87,0,0.08,0,1,0,0,0
2026-02-21,Saturday,7,Afternoon,Line A,Custom Components,M-A2,Running,Maintenance Technician,2,561,1,Low,0.85,0.87,0,0.08,0,1,0,0,0
2026-02-21,Saturday,7,Afternoon,Line A,Custom Components,M-A2,Running,Packaging Operator,4,561,1,Low,0.85,0.87,0,0.08,0,1,0,0,0
2026-02-21,Saturday,7,Afternoon,Line B,Standard Parts,M-B1,Running,Machine Operator,5,615,48,Medium,0.95,1.0,0,0.09,0,1,0,0,0
2026-02-21,Saturday,7,Afternoon,Line B,Standard Parts,M-B1,Running,Quality Inspector,2,615,48,Medium,0.95,1.0,0,0.09,0,1,0,0,0
2026-02-21,Saturday,7,Afternoon,Line B,Standard Parts,M-B1,Running,Maintenance Technician,2,615,48,Medium,0.95,1.0,0,0.09,0,1,0,0,0
2026-02-21,Saturday,7,Afternoon,Line B,Standard Parts,M-B1,Running,Packaging Operator,4,615,48,Medium,0.95,1.0,0,0.09,0,1,0,0,0
2026-02-21,Saturday,7,Afternoon,Line C,Packaged Goods,M-C1,Running,Machine Operator,5,536,2,Low,0.8,1.03,0,0.11,0,1,0,0,0
2026-02-21,Saturday,7,Afternoon,Line C,Packaged Goods,M-C1,Running,Quality Inspector,2,536,2,Low,0.8,1.03,0,0.11,0,1,0,0,0
2026-02-21,Saturday,7,Afternoon,Line C,Packaged Goods,M-C1,Running,Maintenance Technician,2,536,2,Low,0.8,1.03,0,0.11,0,1,0,0,0
2026-02-21,Saturday,7,Afternoon,Line C,Packaged Goods,M-C1,Running,Packaging Operator,4,536,2,Low,0.8,1.03,0,0.11,0,1,0,0,0
2026-02-21,Saturday,7,Night,Line A,Standard Parts,M-A3,Running,Machine Operator,4,430,64,Medium,0.74,0.97,0,0.02,0,1,0,0,0
2026-02-21,Saturday,7,Night,Line A,Standard Parts,M-A3,Running,Quality Inspector,1,430,64,Medium,0.74,0.97,0,0.02,0,1,0,0,0
2026-02-21,Saturday,7,Night,Line A,Standard Parts,M-A3,Running,Maintenance Technician,1,430,64,Medium,0.74,0.97,0,0.02,0,1,0,0,0
2026-02-21,Saturday,7,Night,Line A,Standard Parts,M-A3,Running,Packaging Operator,3,430,64,Medium,0.74,0.97,0,0.02,0,1,0,0,0
2026-02-21,Saturday,7,Night,Line B,Packaged Goods,M-B3,Running,Machine Operator,4,483,17,Low,0.74,1.01,0,0.05,0,1,0,0,0
2026-02-21,Saturday,7,Night,Line B,Packaged Goods,M-B3,Running,Quality Inspector,1,483,17,Low,0.74,1.01,0,0.05,0,1,0,0,0
2026-02-21,Saturday,7,Night,Line B,Packaged Goods,M-B3,Running,Maintenance Technician,1,483,17,Low,0.74,1.01,0,0.05,0,1,0,0,0
2026-02-21,Saturday,7,Night,Line B,Packaged Goods,M-B3,Running,Packaging Operator,3,483,17,Low,0.74,1.01,0,0.05,0,1,0,0,0
2026-02-21,Saturday,7,Night,Line C,Packaged Goods,M-C2,Running,Machine Operator,4,511,39,High,0.83,1.02,0,0.05,1,1,0,0,0
2026-02-21,Saturday,7,Night,Line C,Packaged Goods,M-C2,Running,Quality Inspector,1,511,39,High,0.83,1.02,0,0.05,1,1,0,0,0
2026-02-21,Saturday,7,Night,Line C,Packaged Goods,M-C2,Running,Maintenance Technician,1,511,39,High,0.83,1.02,0,0.05,1,1,0,0,0
2026-02-21,Saturday,7,Night,Line C,Packaged Goods,M-C2,Running,Packaging Operator,3,511,39,High,0.83,1.02,0,0.05,1,1,0,0,0
2026-02-22,Sunday,7,Morning,Line A,Packaged Goods,M-A2,Maintenance,Machine Operator,5,651,67,High,0.72,1.13,1,0.06,1,1,0,0,0
2026-02-22,Sunday,7,Morning,Line A,Packaged Goods,M-A2,Maintenance,Quality Inspector,2,651,67,High,0.72,1.13,1,0.06,1,1,0,0,0
2026-02-22,Sunday,7,Morning,Line A,Packaged Goods,M-A2,Maintenance,Maintenance Technician,4,651,67,High,0.72,1.13,1,0.06,1,1,0,0,0
2026-02-22,Sunday,7,Morning,Line A,Packaged Goods,M-A2,Maintenance,Packaging Operator,4,651,67,High,0.72,1.13,1,0.06,1,1,0,0,0
2026-02-22,Sunday,7,Morning,Line B,Packaged Goods,M-B2,Running,Machine Operator,4,512,15,Low,0.82,1.23,0,0.1,0,1,0,0,1
2026-02-22,Sunday,7,Morning,Line B,Packaged Goods,M-B2,Running,Quality Inspector,2,512,15,Low,0.82,1.23,0,0.1,0,1,0,0,1
2026-02-22,Sunday,7,Morning,Line B,Packaged Goods,M-B2,Running,Maintenance Technician,2,512,15,Low,0.82,1.23,0,0.1,0,1,0,0,1
2026-02-22,Sunday,7,Morning,Line B,Packaged Goods,M-B2,Running,Packaging Operator,3,512,15,Low,0.82,1.23,0,0.1,0,1,0,0,1
2026-02-22,Sunday,7,Morning,Line C,Custom Components,M-C4,Running,Machine Operator,4,560,35,Low,0.9,1.18,0,0.03,0,1,0,0,1
2026-02-22,Sunday,7,Morning,Line C,Custom Components,M-C4,Running,Quality Inspector,2,560,35,Low,0.9,1.18,0,0.03,0,1,0,0,1
2026-02-22,Sunday,7,Morning,Line C,Custom Components,M-C4,Running,Maintenance Technician,2,560,35,Low,0.9,1.18,0,0.03,0,1,0,0,1
2026-02-22,Sunday,7,Morning,Line C,Custom Components,M-C4,Running,Packaging Operator,3,560,35,Low,0.9,1.18,0,0.03,0,1,0,0,1
2026-02-22,Sunday,7,Afternoon,Line A,Packaged Goods,M-A3,Running,Machine Operator,5,593,29,Medium,0.84,1.09,0,0.05,0,1,0,0,0
2026-02-22,Sunday,7,Afternoon,Line A,Packaged Goods,M-A3,Running,Quality Inspector,2,593,29,Medium,0.84,1.09,0,0.05,0,1,0,0,0
2026-02-22,Sunday,7,Afternoon,Line A,Packaged Goods,M-A3,Running,Maintenance Technician,2,593,29,Medium,0.84,1.09,0,0.05,0,1,0,0,0
2026-02-22,Sunday,7,Afternoon,Line A,Packaged Goods,M-A3,Running,Packaging Operator,4,593,29,Medium,0.84,1.09,0,0.05,0,1,0,0,0
2026-02-22,Sunday,7,Afternoon,Line B,Packaged Goods,M-B4,Running,Machine Operator,5,547,62,Medium,0.75,1.19,0,0.03,0,1,0,0,0
2026-02-22,Sunday,7,Afternoon,Line B,Packaged Goods,M-B4,Running,Quality Inspector,2,547,62,Medium,0.75,1.19,0,0.03,0,1,0,0,0
2026-02-22,Sunday,7,Afternoon,Line B,Packaged Goods,M-B4,Running,Maintenance Technician,2,547,62,Medium,0.75,1.19,0,0.03,0,1,0,0,0
2026-02-22,Sunday,7,Afternoon,Line B,Packaged Goods,M-B4,Running,Packaging Operator,4,547,62,Medium,0.75,1.19,0,0.03,0,1,0,0,0
2026-02-22,Sunday,7,Afternoon,Line C,Custom Components,M-C4,Running,Machine Operator,5,590,26,Low,0.87,0.93,0,0.11,0,1,0,0,0
2026-02-22,Sunday,7,Afternoon,Line C,Custom Components,M-C4,Running,Quality Inspector,2,590,26,Low,0.87,0.93,0,0.11,0,1,0,0,0
2026-02-22,Sunday,7,Afternoon,Line C,Custom Components,M-C4,Running,Maintenance Technician,2,590,26,Low,0.87,0.93,0,0.11,0,1,0,0,0
2026-02-22,Sunday,7,Afternoon,Line C,Custom Components,M-C4,Running,Packaging Operator,4,590,26,Low,0.87,0.93,0,0.11,0,1,0,0,0
2026-02-22,Sunday,7,Night,Line A,Packaged Goods,M-A3,Maintenance,Machine Operator,3,390,5,Medium,0.96,1.02,1,0.1,0,1,0,0,0
2026-02-22,Sunday,7,Night,Line A,Packaged Goods,M-A3,Maintenance,Quality Inspector,1,390,5,Medium,0.96,1.02,1,0.1,0,1,0,0,0
2026-02-22,Sunday,7,Night,Line A,Packaged Goods,M-A3,Maintenance,Maintenance Technician,2,390,5,Medium,0.96,1.02,1,0.1,0,1,0,0,0
2026-02-22,Sunday,7,Night,Line A,Packaged Goods,M-A3,Maintenance,Packaging Operator,2,390,5,Medium,0.96,1.02,1,0.1,0,1,0,0,0
2026-02-22,Sunday,7,Night,Line B,Packaged Goods,M-B1,Running,Machine Operator,4,482,5,High,0.78,1.18,0,0.04,1,1,0,0,0
2026-02-22,Sunday,7,Night,Line B,Packaged Goods,M-B1,Running,Quality Inspector,1,482,5,High,0.78,1.18,0,0.04,1,1,0,0,0
2026-02-22,Sunday,7,Night,Line B,Packaged Goods,M-B1,Running,Maintenance Technician,1,482,5,High,0.78,1.18,0,0.04,1,1,0,0,0
2026-02-22,Sunday,7,Night,Line B,Packaged Goods,M-B1,Running,Packaging Operator,3,482,5,High,0.78,1.18,0,0.04,1,1,0,0,0
2026-02-22,Sunday,7,Night,Line C,Packaged Goods,M-C4,Running,Machine Operator,4,434,37,Medium,0.85,0.87,0,0.11,0,1,0,0,0
2026-02-22,Sunday,7,Night,Line C,Packaged Goods,M-C4,Running,Quality Inspector,1,434,37,Medium,0.85,0.87,0,0.11,0,1,0,0,0
2026-02-22,Sunday,7,Night,Line C,Packaged Goods,M-C4,Running,Maintenance Technician,1,434,37,Medium,0.85,0.87,0,0.11,0,1,0,0,0
2026-02-22,Sunday,7,Night,Line C,Packaged Goods,M-C4,Running,Packaging Operator,3,434,37,Medium,0.85,0.87,0,0.11,0,1,0,0,0
2026-02-23,Monday,8,Morning,Line A,Packaged Goods,M-A1,Running,Machine Operator,4,592,57,Low,0.96,1.04,0,0.07,0,0,0,0,0
2026-02-23,Monday,8,Morning,Line A,Packaged Goods,M-A1,Running,Quality Inspector,2,592,57,Low,0.96,1.04,0,0.07,0,0,0,0,0
2026-02-23,Monday,8,Morning,Line A,Packaged Goods,M-A1,Running,Maintenance Technician,2,592,57,Low,0.96,1.04,0,0.07,0,0,0,0,0
2026-02-23,Monday,8,Morning,Line A,Packaged Goods,M-A1,Running,Packaging Operator,3,592,57,Low,0.96,1.04,0,0.07,0,0,0,0,0
2026-02-23,Monday,8,Morning,Line B,Packaged Goods,M-B2,Running,Machine Operator,4,536,58,Medium,0.73,0.86,0,0.09,0,0,0,0,0
2026-02-23,Monday,8,Morning,Line B,Packaged Goods,M-B2,Running,Quality Inspector,2,536,58,Medium,0.73,0.86,0,0.09,0,0,0,0,0
2026-02-23,Monday,8,Morning,Line B,Packaged Goods,M-B2,Running,Maintenance Technician,2,536,58,Medium,0.73,0.86,0,0.09,0,0,0,0,0
2026-02-23,Monday,8,Morning,Line B,Packaged Goods,M-B2,Running,Packaging Operator,3,536,58,Medium,0.73,0.86,0,0.09,0,0,0,0,0
2026-02-23,Monday,8,Morning,Line C,Custom Components,M-C2,Running,Machine Operator,3,498,57,Medium,0.65,0.9,0,0.02,0,0,0,0,1
2026-02-23,Monday,8,Morning,Line C,Custom Components,M-C2,Running,Quality Inspector,2,498,57,Medium,0.65,0.9,0,0.02,0,0,0,0,1
2026-02-23,Monday,8,Morning,Line C,Custom Components,M-C2,Running,Maintenance Technician,2,498,57,Medium,0.65,0.9,0,0.02,0,0,0,0,1
2026-02-23,Monday,8,Morning,Line C,Custom Components,M-C2,Running,Packaging Operator,2,498,57,Medium,0.65,0.9,0,0.02,0,0,0,0,1
2026-02-23,Monday,8,Afternoon,Line A,Packaged Goods,M-A2,Running,Machine Operator,4,498,42,Medium,0.75,1.16,0,0.08,0,0,0,0,0
2026-02-23,Monday,8,Afternoon,Line A,Packaged Goods,M-A2,Running,Quality Inspector,2,498,42,Medium,0.75,1.16,0,0.08,0,0,0,0,0
2026-02-23,Monday,8,Afternoon,Line A,Packaged Goods,M-A2,Running,Maintenance Technician,2,498,42,Medium,0.75,1.16,0,0.08,0,0,0,0,0
2026-02-23,Monday,8,Afternoon,Line A,Packaged Goods,M-A2,Running,Packaging Operator,3,498,42,Medium,0.75,1.16,0,0.08,0,0,0,0,0
2026-02-23,Monday,8,Afternoon,Line B,Packaged Goods,M-B1,Running,Machine Operator,4,483,57,Medium,0.72,1.16,0,0.03,0,0,0,0,0
2026-02-23,Monday,8,Afternoon,Line B,Packaged Goods,M-B1,Running,Quality Inspector,2,483,57,Medium,0.72,1.16,0,0.03,0,0,0,0,0
2026-02-23,Monday,8,Afternoon,Line B,Packaged Goods,M-B1,Running,Maintenance Technician,2,483,57,Medium,0.72,1.16,0,0.03,0,0,0,0,0
2026-02-23,Monday,8,Afternoon,Line B,Packaged Goods,M-B1,Running,Packaging Operator,3,483,57,Medium,0.72,1.16,0,0.03,0,0,0,0,0
2026-02-23,Monday,8,Afternoon,Line C,Packaged Goods,M-C3,Running,Machine Operator,4,513,0,Medium,0.8,1.05,0,0.06,0,0,0,0,0
2026-02-23,Monday,8,Afternoon,Line C,Packaged Goods,M-C3,Running,Quality Inspector,2,513,0,Medium,0.8,1.05,0,0.06,0,0,0,0,0
2026-02-23,Monday,8,Afternoon,Line C,Packaged Goods,M-C3,Running,Maintenance Technician,2,513,0,Medium,0.8,1.05,0,0.06,0,0,0,0,0
2026-02-23,Monday,8,Afternoon,Line C,Packaged Goods,M-C3,Running,Packaging Operator,3,513,0,Medium,0.8,1.05,0,0.06,0,0,0,0,0
2026-02-23,Monday,8,Night,Line A,Custom Components,M-A4,Running,Machine Operator,3,393,70,Medium,0.84,0.95,0,0.08,0,0,0,0,0
2026-02-23,Monday,8,Night,Line A,Custom Components,M-A4,Running,Quality Inspector,1,393,70,Medium,0.84,0.95,0,0.08,0,0,0,0,0
2026-02-23,Monday,8,Night,Line A,Custom Components,M-A4,Running,Maintenance Technician,1,393,70,Medium,0.84,0.95,0,0.08,0,0,0,0,0
2026-02-23,Monday,8,Night,Line A,Custom Components,M-A4,Running,Packaging Operator,2,393,70,Medium,0.84,0.95,0,0.08,0,0,0,0,0
2026-02-23,Monday,8,Night,Line B,Standard Parts,M-B1,Running,Machine Operator,2,387,73,High,0.61,1.19,0,0.04,1,0,0,0,1
2026-02-23,Monday,8,Night,Line B,Standard Parts,M-B1,Running,Quality Inspector,1,387,73,High,0.61,1.19,0,0.04,1,0,0,0,1
2026-02-23,Monday,8,Night,Line B,Standard Parts,M-B1,Running,Maintenance Technician,1,387,73,High,0.61,1.19,0,0.04,1,0,0,0,1
2026-02-23,Monday,8,Night,Line B,Standard Parts,M-B1,Running,Packaging Operator,1,387,73,High,0.61,1.19,0,0.04,1,0,0,0,1
2026-02-23,Monday,8,Night,Line C,Standard Parts,M-C4,Down,Machine Operator,1,227,76,Medium,0.66,0.96,0,0.07,0,0,0,0,1
2026-02-23,Monday,8,Night,Line C,Standard Parts,M-C4,Down,Quality Inspector,1,227,76,Medium,0.66,0.96,0,0.07,0,0,0,0,1
2026-02-23,Monday,8,Night,Line C,Standard Parts,M-C4,Down,Maintenance Technician,2,227,76,Medium,0.66,0.96,0,0.07,0,0,0,0,1
2026-02-23,Monday,8,Night,Line C,Standard Parts,M-C4,Down,Packaging Operator,1,227,76,Medium,0.66,0.96,0,0.07,0,0,0,0,1
2026-02-24,Tuesday,8,Morning,Line A,Standard Parts,M-A1,Running,Machine Operator,4,494,8,Medium,0.73,1.21,0,0.1,0,0,0,0,0
2026-02-24,Tuesday,8,Morning,Line A,Standard Parts,M-A1,Running,Quality Inspector,2,494,8,Medium,0.73,1.21,0,0.1,0,0,0,0,0
2026-02-24,Tuesday,8,Morning,Line A,Standard Parts,M-A1,Running,Maintenance Technician,2,494,8,Medium,0.73,1.21,0,0.1,0,0,0,0,0
2026-02-24,Tuesday,8,Morning,Line A,Standard Parts,M-A1,Running,Packaging Operator,3,494,8,Medium,0.73,1.21,0,0.1,0,0,0,0,0
2026-02-24,Tuesday,8,Morning,Line B,Packaged Goods,M-B3,Running,Machine Operator,4,499,26,Medium,0.77,0.93,0,0.02,0,0,0,0,0
2026-02-24,Tuesday,8,Morning,Line B,Packaged Goods,M-B3,Running,Quality Inspector,2,499,26,Medium,0.77,0.93,0,0.02,0,0,0,0,0
2026-02-24,Tuesday,8,Morning,Line B,Packaged Goods,M-B3,Running,Maintenance Technician,2,499,26,Medium,0.77,0.93,0,0.02,0,0,0,0,0
2026-02-24,Tuesday,8,Morning,Line B,Packaged Goods,M-B3,Running,Packaging Operator,3,499,26,Medium,0.77,0.93,0,0.02,0,0,0,0,0
2026-02-24,Tuesday,8,Morning,Line C,Custom Components,M-C3,Running,Machine Operator,5,657,73,High,0.94,0.95,0,0.05,1,0,0,0,0
2026-02-24,Tuesday,8,Morning,Line C,Custom Components,M-C3,Running,Quality Inspector,3,657,73,High,0.94,0.95,0,0.05,1,0,0,0,0
2026-02-24,Tuesday,8,Morning,Line C,Custom Components,M-C3,Running,Maintenance Technician,3,657,73,High,0.94,0.95,0,0.05,1,0,0,0,0
2026-02-24,Tuesday,8,Morning,Line C,Custom Components,M-C3,Running,Packaging Operator,4,657,73,High,0.94,0.95,0,0.05,1,0,0,0,0
2026-02-24,Tuesday,8,Afternoon,Line A,Packaged Goods,M-A4,Running,Machine Operator,3,523,37,High,0.67,1.09,0,0.01,1,0,0,1,1
2026-02-24,Tuesday,8,Afternoon,Line A,Packaged Goods,M-A4,Running,Quality Inspector,2,523,37,High,0.67,1.09,0,0.01,1,0,0,1,1
2026-02-24,Tuesday,8,Afternoon,Line A,Packaged Goods,M-A4,Running,Maintenance Technician,2,523,37,High,0.67,1.09,0,0.01,1,0,0,1,1
2026-02-24,Tuesday,8,Afternoon,Line A,Packaged Goods,M-A4,Running,Packaging Operator,2,523,37,High,0.67,1.09,0,0.01,1,0,0,1,1
2026-02-24,Tuesday,8,Afternoon,Line B,Standard Parts,M-B2,Running,Machine Operator,4,564,42,Medium,1.0,1.02,0,0.1,0,0,0,0,0
2026-02-24,Tuesday,8,Afternoon,Line B,Standard Parts,M-B2,Running,Quality Inspector,2,564,42,Medium,1.0,1.02,0,0.1,0,0,0,0,0
2026-02-24,Tuesday,8,Afternoon,Line B,Standard Parts,M-B2,Running,Maintenance Technician,2,564,42,Medium,1.0,1.02,0,0.1,0,0,0,0,0
2026-02-24,Tuesday,8,Afternoon,Line B,Standard Parts,M-B2,Running,Packaging Operator,3,564,42,Medium,1.0,1.02,0,0.1,0,0,0,0,0
2026-02-24,Tuesday,8,Afternoon,Line C,Custom Components,M-C3,Running,Machine Operator,4,547,41,Medium,0.72,1.05,0,0.02,0,0,0,0,0
